All battles within the game

ROXANNE												
Rhyhorn @ Rindo Berry		Wooper-Paldea @ Oran Berry		Gligar @ Oran Berry		Nosepass @ Berry Juice						
Ability: Poison Touch		Ability: Serene Grace		Ability: Beast Boost		Ability: Sheer Force		Ability: Protosynthesis		Ability: Pixilate		
- Close Combat		- Air Slash		- Meteor Beam		- Flare Blitz		- Dragon Pulse		- Hyper Voice		
- Dire Claw		- Seed Flare		- Flamethrower		- Superpower		- Thunderclap		- Psychic		
- Fake Out		- Earth Power		- Air Slash		- Rock Slide		- Thunderbolt		- Focus Blast		
- Rock Slide		- Psychic		- Flash Cannon		- Earthquake		- Hyper Voice		- Calm Mind		
EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		

WALLY	Victory Road	*before first VR mini boss		*also listed in Rivals tab						
Sneasler @ Focus Sash		Shaymin-Sky @ Choice Specs		Celesteela @ Power Herb		Darmanitan @ Life Orb		Raging Bolt @ Booster Energy		Gardevoir-Mega @ Gardevoirite
Level: 84		Level: 84		Level: 84		Level: 84		Level: 84		Level: 84
Jolly Nature		Timid Nature		Modest Nature		Jolly Nature		Timid Nature		Timid Nature
Ability: Poison Touch		Ability: Serene Grace		Ability: Beast Boost		Ability: Sheer Force		Ability: Protosynthesis		Ability: Pixilate
- Close Combat		- Air Slash		- Meteor Beam		- Flare Blitz		- Dragon Pulse		- Hyper Voice
- Dire Claw		- Seed Flare		- Flamethrower		- Superpower		- Thunderclap		- Psychic
- Fake Out		- Earth Power		- Air Slash		- Rock Slide		- Thunderbolt		- Focus Blast
- Rock Slide		- Psychic		- Flash Cannon		- Earthquake		- Hyper Voice		- Calm Mind
EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe
										
										
COOLTRAINER ALBERT										
Toxapex @ Black Sludge		Mabosstiff @ Choice Band		Sigilyph @ Life Orb		Rhyperior @ Weakness Policy		Venusaur-Mega @ Venusaurite		
Level: 83		Level: 83		Level: 83		Level: 83		Level: 84		
Impish Nature		Jolly Nature		Timid Nature		Jolly Nature		Timid Nature		
Ability: Regenerator		Ability: Stakeout		Ability: Magic Guard		Ability: Solid Rock		Ability: Thick Fat		
- Toxic Spikes		- Crunch		- Air Slash		- Earthquake		IVs: 30 Atk / 30 SpA / 30 Spe		
- Haze		- Jaw Lock		- Roost		- Stone Edge		- Solar Beam		
- Liquidation		- Play Rough		- Stored Power		- Megahorn		- Sludge Bomb		
- Poison Jab		- Ice Fang		- Cosmic Power		- Thunder Punch		- Earth Power		
EVs: 252 HP / 6 Atk / 252 Def		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		- Hidden Power Fire		
								EVs: 6 HP / 252 SpA / 252 Spe		
										
COOLTRAINER HOPE										
Maushold @ Wide Lens		Marowak-Alola @ Thick Club		Togekiss @ Leftovers		Xurkitree @ Life Orb		Orbeetle-Mega @ Orbeetlite		
Level: 83		Level: 83		Level: 83		Level: 83		Level: 84		
Jolly Nature		Adamant Nature		Timid Nature		Timid Nature		Timid Nature		
Ability: Technician		Ability: Rock Head		Ability: Serene Grace		Ability: Beast Boost		Ability: Magic Guard		
- Population Bomb		- Shadow Bone		- Air Slash		- Thunderbolt		- Bug Buzz		
- Bite		- Flare Blitz		- Thunder Wave		- Signal Beam		- Psychic		
- Bullet Seed		- Bonemerang		- Moonblast		- Energy Ball		- Energy Ball		
- Tidy Up		- Thunder Punch		- Roost		- Tail Glow		- Calm Mind		
EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		
										
										
COOLTRAINER SAMUEL										
Mienshao @ Life Orb		Flapple @ Wide Lens		Mr. Rime @ Assault Vest		Inteleon @ Choice Specs		Pinsir-Mega @ Pinsirite		
Level: 83		Level: 83		Level: 83		Level: 83		Level: 84		
Jolly Nature		Adamant Nature		Timid Nature		Timid Nature		Jolly Nature		
Ability: Regenerator		Ability: Hustle		Ability: Screen Cleaner		Ability: Sniper		Ability: Aerilate		
- Fake Out		- Scale Shot		- Freezy Frost		- Snipe Shot		- X-Scissor		
- Close Combat		- Grav Apple		- Psychic		- Hydro Pump		- Double-Edge		
- Poison Jab		- Sucker Punch		- Dazzling Gleam		- Ice Beam		- Swords Dance		
- U-turn		- Dragon Dance		- Shadow Ball		- Air Slash		- Close Combat		
EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		
										
										
COOLTRAINER CAROLINE										
Weavile @ Life Orb		Magcargo @ Focus Sash		Barraskewda @ Choice Band		Mismagius @ Leftovers		Lopunny-Mega @ Lopunnite		
Level: 83		Level: 83		Level: 83		Level: 83		Level: 84		
Jolly Nature		Timid Nature		Jolly Nature		Timid Nature		Jolly Nature		
Ability: Infiltrator		Ability: Simple		Ability: Swift Swim		Ability: Levitate		Ability: Scrappy		
- Fake Out		- Shell Smash		- Liquidation		- Moonblast		- Fake Out		
- Knock Off		- Flamethrower		- Scale Shot		- Hex		- Return		
- Icicle Crash		- Power Gem		- Close Combat		- Will-O-Wisp		- Power-Up Punch		
- Low Kick		- Earth Power		- Poison Jab		- Energy Ball		- Play Rough		
EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		
										
										
COOLTRAINER FELIX										
Reuniclus @ Life Orb		Granbull @ Choice Band		Regidrago @ Dragon Fang		Aegislash-Blade @ Leftovers		Manectric-Mega @ Manectite		
Level: 83		Level: 83		Level: 83		Level: 83		Level: 84		
Modest Nature		Adamant Nature		Jolly Nature		Bold Nature		Timid Nature		
Ability: Magic Guard		Ability: Bull Rush		Ability: Dragon's Maw		Ability: Stance Change		Ability: Intimidate		
- Psychic		- Play Rough		- Dragon Energy		- Shadow Ball		IVs: 30 Atk / 30 SpA		
- Shadow Ball		- Ice Fang		- Dragon Claw		- Flash Cannon		- Thunderbolt		
- Focus Blast		- Jaw Lock		- Body Slam		- Toxic		- Flamethrower		
- Energy Ball		- Crunch		- Dragon Dance		- King's Shield		- Charge Beam		
EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 252 HP / 252 Def / 6 SpA		- Hidden Power Ice		
								EVs: 6 HP / 252 SpA / 252 Spe		
										
COOLTRAINER MICHELLE										
Carbink @ Custap Berry		Polteageist @ White Herb		Chatot @ Throat Spray		Torterra @ Leftovers		Aggron-Mega @ Aggronite		
Level: 83		Level: 83		Level: 83		Level: 83		Level: 84		
Sassy Nature		Timid Nature		Timid Nature		Impish Nature		Impish Nature		
Ability: Sturdy		Ability: Heatproof		Ability: Punk Rock		Ability: Self Sufficient		Ability: Filter		
- Stealth Rock		- Shadow Ball		- Chatter		- Wood Hammer		- Earthquake		
- Moonblast		- Giga Drain		- Boomburst		- Earthquake		- Stone Edge		
- Power Gem		- Stored Power		- Synchronoise		- Crunch		- Body Press		
- Explosion		- Shell Smash		- Hidden Power Grass		- Synthesis		- Heavy Slam		
EVs: 252 HP / 6 SpA / 252 SpD		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 252 HP / 6 Atk / 252 Def		EVs: 252 HP / 6 Atk / 252 Def		


ELITE FOUR DRAKE	SKY PILLAR	DOUBLE BATTLE										
Salamence @ Life Orb		Magearna @ Leftovers		Archaludon @ Power Herb		Tauros-Paldea-Aqua @ Assault Vest		Gouging Fire @ Booster Energy		Rayquaza-Mega @ Focus Sash		
Level: 82		Level: 82		Level: 82		Level: 82		Level: 82		Level: 82		
Hasty Nature		Modest Nature		Modest Nature		Jolly Nature		Adamant Nature		Naive Nature		
Ability: Intimidate		Ability: Soul-Heart		Ability: Bad Company		Ability: Intimidate		Ability: Protosynthesis		Ability: Delta Stream		
- Dragon Claw		- Dazzling Gleam		- Draco Meteor		- Wave Crash		- Flare Blitz		- Dragon Ascent		
- Dual Wingbeat		- Flash Cannon		- Steel Beam		- Close Combat		- Dragon Claw		- Dragon Pulse		
- Hydro Pump		- Aura Sphere		- Electro Shot		- Zen Headbutt		- Stomping Tantrum		- Earth Power		
- Fire Blast		- Energy Ball		- Dark Pulse		- Rock Slide		- Dragon Dance		- Extreme Speed		
EVs: 252 Atk / 6 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 252 Atk / 6 SpA / 252 Spe		
												
												
ELITE FOUR SIDNEY	Team 1											
Moltres-Galar @ Focus Sash		Grimmsnarl @ Leftovers		Munkidori @ Assault Vest		Delphox @ Life Orb		Roaring Moon @ Booster Energy		Absol-Mega @ Absolite		
Level: 85		Level: 85		Level: 85		Level: 85		Level: 85		Level: 85		
Hasty Nature		Jolly Nature		Timid Nature		Timid Nature		Adamant Nature		Jolly Nature		
Ability: Berserk		Ability: Prankster		Ability: Toxic Chain		Ability: Magic Guard		Ability: Protosynthesis		Ability: Sharpness		
- Tailwind		- Spirit Break		- Fake Out		- Mind Blown		- Dragon Dance		- Night Slash		
- Fiery Wrath		- Darkest Lariat		- Sludge Wave		- Psychic		- Iron Head		- Close Combat		
- Air Slash		- Hammer Arm		- Grass Knot		- Shadow Ball		- Dragon Claw		- Play Rough		
- Sucker Punch		- Parting Shot		- Psychic		- Scorching Sands		- Knock Off		- Swords Dance		
EVs: 6 Atk / 252 SpA / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		
												
												
ELITE FOUR SIDNEY	Team 2											
Moltres-Galar @ Focus Sash		Absol @ Scope Lens		Munkidori @ Assault Vest		Victini @ Room Service		Guzzlord @ Life Orb		Grimmsnarl	-mega @ Grimmite	
Level: 85		Level: 85		Level: 85		Level: 85		Level: 85		Level: 85		
Quiet Nature		Brave Nature		Timid Nature		Brave Nature		Brave Nature		Quiet Nature		.baseHP =  115
Ability: Berserk		Ability: Super Luck		Ability: Toxic Chain		Ability: Victory Star		Ability: Beast Boost		Ability: Prankster	Ability: Sheer Force	.baseAttack = 100
IVs: 0 Spe		IVs: 0 Spe		- Fake Out		IVs: 0 Spe		IVs: 0 Spe		IVs: 0 Spe		.baseDefense = 95
- Trick Room		- Night Slash		- Sludge Wave		- Trick Room		- Earthquake		- Dark Pulse		.baseSpAttack = 145
- Fiery Wrath		- Psycho Cut		- Grass Knot		- Zen Headbutt		- Hammer Arm		- Moonblast		.baseSpDefense = 95
- Air Slash		- Sucker Punch		- Psychic		- Bolt Strike		- Dragon Claw		- Aura Sphere		.baseSpeed = 60
- Sucker Punch		- Close Combat		EVs: 6 HP / 252 SpA / 252 Spe		- V-create		- Knock Off		- Nasty Plot		
EVs: 252 HP / 6 Atk / 252 SpA		EVs: 252 HP / 252 Atk / 6 Def				EVs: 252 HP / 252 Atk / 6 Def		EVs: 252 HP / 252 Atk / 6 SpD		EVs: 252 HP / 6 Atk / 252 SpA		
												
												
ELITE FOUR PHOEBE	Team 1											
Weezing @ Payapa Berry		Drifblim @ Sitrus Berry		Fezandipiti @ Assault Vest		Pecharunt @ Black Sludge		Lunala @ Leftovers		Dusknoir	-mega @ Dusknoirite	*gains dark type
Level: 85		Level: 85		Level: 85		Level: 85		Level: 85		Level: 85		
Calm Nature		Timid Nature		Timid Nature		Timid Nature		Bold Nature		Impish Nature		.baseHP =  105
Ability: Levitate		Ability: Unburden		Ability: Toxic Chain		Ability: Poison Puppeteer		Ability: Shadow Shield		Ability: Pressure	Ability: Prankster	.baseAttack = 110
- Toxic Spikes		- Shadow Ball		- Moonblast		- Malignant Chain		- Moongeist Beam		- Will-O-Wisp		.baseDefense = 150
- Haze		- Air Slash		- Sludge Wave		- Hex		- Moonblast		- Amnesia		.baseSpAttack = 65
- Sludge Wave		- Calm Mind		- Dark Pulse		- Parting Shot		- Psyshock		- Earthquake		.baseSpDefense = 150
- Fire Blast		- Strength Sap		- Heat Wave		- Recover		- Moonlight		- Poltergeist		.baseSpeed = 45
EVs: 252 HP / 6 SpA / 252 SpD		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 252 HP / 252 Def / 6 SpA		EVs: 252 HP / 6 Atk / 252 Def		
												
												
ELITE FOUR PHOEBE	Team 2											
Dragapult @ Expert Belt		Drapion @ Scope Lens		Annihilape @ Punching Glove		Pecharunt @ Wide Lens		Calyrex-Shadow @ Focus Sash		Gengar-Mega @ Gengarite		
Level: 85		Level: 85		Level: 85		Level: 85		Level: 85		Level: 85		
Jolly Nature		Jolly Nature		Jolly Nature		Jolly Nature		Timid Nature		Timid Nature		
Ability: Clear Body		Ability: Sniper		Ability: Defiant		Ability: Poison Puppeteer		Ability: As One (Spectrier)		Ability: Shadow Tag		
- Dragon Darts		- Wicked Blow		- Drain Punch		- Gunk Shot		- Nasty Plot		- Shadow Ball		
- U-turn		- Cross Poison		- Rage Fist		- Poltergeist		- Astral Barrage		- Sludge Wave		
- Shadow Claw		- Earthquake		- Rock Slide		- Foul Play		- Psyshock		- Focus Blast		
- Steel Wing		- Ice Fang		- Bulk Up		- Parting Shot		- Draining Kiss		- Nasty Plot		
EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		
												
												
ELITE FOUR GLACIA	Team 1											
Ninetales @ Heat Rock		Decidueye-Hisui @ Expert Belt		Darmanitan-Galar-Zen @ Life Orb		Volcanion @ Heavy-Duty Boots		Reshiram @ Weakness Policy		Charizard-Mega-Y @ Charizardite Y		
Level: 85		Level: 85		Level: 85		Level: 85		Level: 85		Level: 85		
Timid Nature		Jolly Nature		Jolly Nature		Timid Nature		Timid Nature		Timid Nature		
Ability: Drought		Ability: Quill Rush		Ability: Zen Mode		Ability: Water Absorb		Ability: Turboblaze		Ability: Drought		
- Flamethrower		- Close Combat		- Flare Blitz		- Hydro Steam		- Fusion Flare		- Flamethrower		
- Energy Ball		- Leaf Blade		- Icicle Crash		- Flamethrower		- Dragon Pulse		- Air Slash		
- Psyshock		- Sucker Punch		- Zen Headbutt		- Sludge Wave		- Aura Sphere		- Solar Beam		
- Scorching Sands		- Stone Edge		- Earthquake		- Defog		- Flame Charge		- Dragon Pulse		
EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		
												
												
ELITE FOUR GLACIA	Team 2											
Ninetales-Alola @ Icy Rock		Electivire @ Expert Belt		Darmanitan-Galar-Zen @ Life Orb		Volcanion @ Heavy-Duty Boots		Kyurem-Black @ Loaded Dice		Abomasnow-Mega @ Abomasite		
Level: 85		Level: 85		Level: 85		Level: 85		Level: 85		Level: 85		
Timid Nature		Jolly Nature		Jolly Nature		Timid Nature		Jolly Nature		Jolly Nature		
Ability: Snow Warning		Ability: Iron Fist		Ability: Zen Mode		Ability: Water Absorb		Ability: Teravolt		Ability: Slush Rush		
- Extrasensory		- Plasma Fists		- Flare Blitz		- Steam Eruption		- Fusion Bolt		- Ice Hammer		
- Ice Beam		- Close Combat		- Icicle Crash		- Flamethrower		- Scale Shot		- Ice Shard		
- Moonblast		- Mach Punch		- Zen Headbutt		- Sludge Wave		- Icicle Spear		- Wood Hammer		
- Energy Ball		- Earthquake		- Earthquake		- Defog		- Dragon Dance		- Earthquake		
EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		
												
												
												
ELITE FOUR CYNTHIA												
Spiritomb @ Assault Vest		Heatran @ Air Balloon		Cramorant @ Focus Sash		Zamazenta-Crowned @ Rusted Shield		Xerneas @ Power Herb		Garchomp-Mega @ Garchompite		
Level: 85		Level: 85		Level: 85		Level: 85		Level: 85		Level: 85		
Sassy Nature		Timid Nature		Timid Nature		Jolly Nature		Timid Nature		Jolly Nature		
Ability: Intimidate		Ability: Flash Fire		Ability: Gulp Missile		Ability: Dauntless Shield		Ability: Fairy Aura		Ability: Sand Force		
- Dark Hole		- Flamethrower		- Surf		- Body Press		IVs: 30 Atk / 30 SpA / 30 Spe		- Scale Shot		
- Sucker Punch		- Flash Cannon		- Ice Beam		- Iron Defense		- Moonblast		- Earthquake		
- Dream Eater		- Power Gem		- Air Slash		- Behemoth Bash		- Psyshock		- Stone Edge		
- Poltergeist		- Will-O-Wisp		- Roost		- Play Rough		- Hidden Power Fire		- Swords Dance		
EVs: 252 HP / 6 SpA / 252 SpD		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		- Geomancy		EVs: 6 HP / 252 Atk / 252 Spe		
								EVs: 6 HP / 252 SpA / 252 Spe				
												
												
CHAMPION WALLACE		DOUBLE BATTLE				CHAMPION STEVEN						
Empoleon	-mega @ Empoleonite O	Palkia-Primal @ Lustrous Orb		Suicune @ Leftovers		Empoleon 	-mega @ Empoleonite D	Dialga-Primal @ Adamant Orb		Metagross @ Assault Vest		
Level: 85		Level: 85		Level: 85		Level: 85		Level: 85		Level: 85		
Jolly Nature		Timid Nature		Timid Nature		Relaxed Nature		Timid Nature		Jolly Nature		
Ability: Torrent	Ability: Emperor's Presence	Ability: Primal Armor		Ability: Inner Focus		Ability: Torrent	Ability: Lightning Rod	Ability: Primal Armor		Ability: Tough Claws		
- Iron Head	.baseHP = 100	- Spacial Rend	.baseHP = 90	- Scald		- Flip Turn	.baseHP = 140	- Roar of Time		- Meteor Mash		
- Liquidation	.baseAttack = 150	- Earth Power	.baseAttack = 120	- Ice Beam		- Flash Cannon	.baseAttack = 75	- Flash Cannon		- Zen Headbutt		
- Drill Peck	.baseDefense = 75	- Aura Sphere	.baseDefense = 130	- Calm Mind		- Toxic	.baseDefense = 145	- Fire Blast		- Ice Punch		
- Protect	.baseSpAttack = 110	- Hydro Pump	.baseSpAttack = 185	- Air Slash		- Roost	.baseSpAttack = 75	- Ice Beam		- Bullet Punch		
EVs: 6 HP / 252 Atk / 252 Spe	.baseSpDefense = 75	EVs: 6 HP / 252 SpA / 252 Spe	.baseSpDefense = 150	EVs: 6 HP / 252 SpA / 252 Spe		EVs: 252 HP / 252 Def / 6 SpA	.baseSpDefense = 145	EVs: 6 HP / 252 SpA / 252 Spe		EVs: 6 HP / 252 Atk / 252 Spe		
	.baseSpeed = 120		.baseSpeed = 100				.baseSpeed = 50					

